Sim: 1
ID: 76
Description: Test run of cold flow MSSE simulation with Ma 0.1 initialisation
Variables: 3
time A Ma
0.002689900 0.060002032 0.936590995 
0.002699900 0.060002032 0.936570226 
0.002709900 0.060002032 0.936551520 
0.002719900 0.060002032 0.936534920 
0.002729900 0.060002032 0.936520455 
0.002739900 0.060002032 0.936508139 
0.002749900 0.060002032 0.936497975 
0.002759900 0.060002032 0.936489952 
0.002769900 0.060002032 0.936484049 
0.002779900 0.060002032 0.936480230 
0.002789900 0.060002032 0.936478450 
0.002799900 0.060002032 0.936478654 
0.002809900 0.060002032 0.936480774 
0.002819900 0.060002032 0.936484736 
0.002829900 0.060002032 0.936490456 
0.002839900 0.060002032 0.936497842 
0.002849900 0.060002032 0.936506797 
0.002859900 0.060002032 0.936517215 
0.002869900 0.060002032 0.936528987 
0.002879900 0.060002032 0.936541999 
0.002889900 0.060002032 0.936556133 
0.002899900 0.060002032 0.936571269 
0.002909900 0.060002032 0.936587283 
0.002919900 0.060002032 0.936604051 
0.002929900 0.060002032 0.936621449 
0.002939900 0.060002032 0.936639353 
0.002949900 0.060002032 0.936657640 
0.002959900 0.060002032 0.936676187 
0.002969900 0.060002032 0.936694876 
0.002979900 0.060002032 0.936713591 
0.002989900 0.060002032 0.936732219 
0.002999900 0.060002032 0.936750651 
0.003009900 0.060002032 0.936768784 
0.003019900 0.060002032 0.936786520 
0.003029900 0.060002032 0.936803765 
0.003039900 0.060002032 0.936820433 
0.003049900 0.060002032 0.936836443 
0.003059900 0.060002032 0.936851721 
0.003069900 0.060002032 0.936866202 
0.003079900 0.060002032 0.936879825 
0.003089900 0.060002032 0.936892537 
0.003099900 0.060002032 0.936904294 
0.003109900 0.060002032 0.936915058 
0.003119900 0.060002032 0.936924799 
0.003129900 0.060002032 0.936933494 
0.003139900 0.060002032 0.936941126 
0.003149900 0.060002032 0.936947687 
0.003159900 0.060002032 0.936953174 
0.003169900 0.060002032 0.936957593 
0.003179900 0.060002032 0.936960954 
0.003189900 0.060002032 0.936963273 
0.003199900 0.060002032 0.936964574 
0.003209900 0.060002032 0.936964883 
0.003219900 0.060002032 0.936964233 
0.003229900 0.060002032 0.936962662 
0.003239900 0.060002032 0.936960211 
0.003249900 0.060002032 0.936956925 
0.003259900 0.060002032 0.936952851 
0.003269900 0.060002032 0.936948043 
0.003279900 0.060002032 0.936942552 
0.003289900 0.060002032 0.936936435 
0.003299900 0.060002032 0.936929749 
0.003309900 0.060002032 0.936922554 
0.003319900 0.060002032 0.936914909 
0.003329900 0.060002032 0.936906874 
0.003339900 0.060002032 0.936898510 
0.003349900 0.060002032 0.936889877 
0.003359900 0.060002032 0.936881034 
0.003369900 0.060002032 0.936872040 
0.003379900 0.060002032 0.936862954 
0.003389900 0.060002032 0.936853831 
0.003399900 0.060002032 0.936844726 
0.003409900 0.060002032 0.936835692 
0.003419900 0.060002032 0.936826778 
0.003429900 0.060002032 0.936818034 
0.003439900 0.060002032 0.936809504 
0.003449900 0.060002032 0.936801231 
0.003459900 0.060002032 0.936793255 
0.003469900 0.060002032 0.936785612 
0.003479900 0.060002032 0.936778336 
0.003489900 0.060002032 0.936771458 
0.003499900 0.060002032 0.936765003 
0.003509900 0.060002032 0.936758997 
0.003519900 0.060002032 0.936753459 
0.003529900 0.060002032 0.936748405 
0.003539900 0.060002032 0.936743849 
0.003549900 0.060002032 0.936739802 
0.003559900 0.060002032 0.936736270 
0.003569900 0.060002032 0.936733256 
0.003579900 0.060002032 0.936730761 
0.003589900 0.060002032 0.936728782 
0.003599900 0.060002032 0.936727313 
0.003609900 0.060002032 0.936726347 
0.003619900 0.060002032 0.936725871 
0.003629900 0.060002032 0.936725873 
0.003639900 0.060002032 0.936726336 
0.003649900 0.060002032 0.936727242 
0.003659900 0.060002032 0.936728571 
0.003669900 0.060002032 0.936730301 
0.003679900 0.060002032 0.936732409 
0.003689900 0.060002032 0.936734868 
0.003699900 0.060002032 0.936737654 
0.003709900 0.060002032 0.936740738 
0.003719900 0.060002032 0.936744093 
0.003729900 0.060002032 0.936747689 
0.003739900 0.060002032 0.936751497 
0.003749900 0.060002032 0.936755488 
0.003759900 0.060002032 0.936759631 
0.003769900 0.060002032 0.936763898 
0.003779900 0.060002032 0.936768258 
0.003789900 0.060002032 0.936772684 
0.003799900 0.060002032 0.936777145 
0.003809900 0.060002032 0.936781616 
0.003819900 0.060002032 0.936786069 
0.003829900 0.060002032 0.936790478 
0.003839900 0.060002032 0.936794818 
0.003849900 0.060002032 0.936799067 
0.003859900 0.060002032 0.936803203 
0.003869900 0.060002032 0.936807204 
0.003879900 0.060002032 0.936811051 
0.003889900 0.060002032 0.936814728 
0.003899900 0.060002032 0.936818217 
0.003909900 0.060002032 0.936821505 
0.003919900 0.060002032 0.936824579 
0.003929900 0.060002032 0.936827428 
0.003939900 0.060002032 0.936830043 
0.003949900 0.060002032 0.936832416 
0.003959900 0.060002032 0.936834541 
0.003969900 0.060002032 0.936836415 
0.003979900 0.060002032 0.936838035 
0.003989900 0.060002032 0.936839400 
0.003999900 0.060002032 0.936840510 
0.004009900 0.060002032 0.936841368 
0.004019900 0.060002032 0.936841977 
0.004029900 0.060002032 0.936842341 
0.004039900 0.060002032 0.936842468 
0.004049900 0.060002032 0.936842364 
0.004059900 0.060002032 0.936842039 
0.004069900 0.060002032 0.936841500 
0.004079900 0.060002032 0.936840760 
0.004089900 0.060002032 0.936839828 
0.004099900 0.060002032 0.936838717 
0.004109900 0.060002032 0.936837440 
0.004119900 0.060002032 0.936836010 
0.004129900 0.060002032 0.936834441 
0.004139900 0.060002032 0.936832745 
0.004149900 0.060002032 0.936830939 
0.004159900 0.060002032 0.936829035 
0.004169900 0.060002032 0.936827049 
0.004179900 0.060002032 0.936824995 
0.004189900 0.060002032 0.936822888 
0.004199900 0.060002032 0.936820741 
0.004209900 0.060002032 0.936818569 
0.004219900 0.060002032 0.936816385 
0.004229900 0.060002032 0.936814202 
0.004239900 0.060002032 0.936812034 
0.004249900 0.060002032 0.936809893 
0.004259900 0.060002032 0.936807790 
0.004269900 0.060002032 0.936805736 
0.004279900 0.060002032 0.936803742 
0.004289900 0.060002032 0.936801818 
0.004299900 0.060002032 0.936799972 
0.004309900 0.060002032 0.936798213 
0.004319900 0.060002032 0.936796548 
0.004329900 0.060002032 0.936794983 
0.004339900 0.060002032 0.936793526 
0.004349900 0.060002032 0.936792179 
0.004359900 0.060002032 0.936790949 
0.004369900 0.060002032 0.936789838 
0.004379900 0.060002032 0.936788848 
0.004389900 0.060002032 0.936787981 
0.004399900 0.060002032 0.936787239 
0.004409900 0.060002032 0.936786621 
0.004419900 0.060002032 0.936786127 
0.004429900 0.060002032 0.936785756 
0.004439900 0.060002032 0.936785505 
0.004449900 0.060002032 0.936785372 
0.004459900 0.060002032 0.936785355 
0.004469900 0.060002032 0.936785448 
0.004479900 0.060002032 0.936785648 
0.004489900 0.060002032 0.936785950 
0.004499900 0.060002032 0.936786349 
0.004509900 0.060002032 0.936786840 
0.004519900 0.060002032 0.936787415 
0.004529900 0.060002032 0.936788069 
0.004539900 0.060002032 0.936788796 
0.004549900 0.060002032 0.936789589 
0.004559900 0.060002032 0.936790440 
0.004569900 0.060002032 0.936791343 
0.004579900 0.060002032 0.936792291 
0.004589900 0.060002032 0.936793277 
0.004599900 0.060002032 0.936794293 
0.004609900 0.060002032 0.936795332 
0.004619900 0.060002032 0.936796388 
0.004629900 0.060002032 0.936797454 
0.004639900 0.060002032 0.936798523 
0.004649900 0.060002032 0.936799589 
0.004659900 0.060002032 0.936800645 
0.004669900 0.060002032 0.936801686 
0.004679900 0.060002032 0.936802706 
0.004689900 0.060002032 0.936803700 
0.004699900 0.060002032 0.936804663 
0.004709900 0.060002032 0.936805589 
0.004719900 0.060002032 0.936806476 
0.004729900 0.060002032 0.936807318 
0.004739900 0.060002032 0.936808114 
0.004749900 0.060002032 0.936808858 
0.004759900 0.060002032 0.936809549 
0.004769900 0.060002032 0.936810185 
0.004779900 0.060002032 0.936810763 
0.004789900 0.060002032 0.936811282 
0.004799900 0.060002032 0.936811742 
0.004809900 0.060002032 0.936812140 
0.004819900 0.060002032 0.936812478 
0.004829900 0.060002032 0.936812755 
0.004839900 0.060002032 0.936812972 
0.004849900 0.060002032 0.936813129 
0.004859900 0.060002032 0.936813227 
0.004869900 0.060002032 0.936813268 
0.004879900 0.060002032 0.936813254 
0.004889900 0.060002032 0.936813186 
0.004899900 0.060002032 0.936813067 
0.004909900 0.060002032 0.936812899 
0.004919900 0.060002032 0.936812684 
0.004929900 0.060002032 0.936812427 
0.004939900 0.060002032 0.936812129 
0.004949900 0.060002032 0.936811793 
0.004959900 0.060002032 0.936811424 
0.004969900 0.060002032 0.936811024 
0.004979900 0.060002032 0.936810597 
0.004989900 0.060002032 0.936810145 
0.004999900 0.060002032 0.936809674 
0.005009900 0.060002032 0.936809185 
0.005019900 0.060002032 0.936808683 
0.005029900 0.060002032 0.936808171 
0.005039900 0.060002032 0.936807652 
0.005049900 0.060002032 0.936807130 
0.005059900 0.060002032 0.936806607 
0.005069900 0.060002032 0.936806088 
0.005079900 0.060002032 0.936805574 
0.005089900 0.060002032 0.936805069 
0.005099900 0.060002032 0.936804575 
0.005109900 0.060002032 0.936804095 
0.005119900 0.060002032 0.936803631 
0.005129900 0.060002032 0.936803186 
0.005139900 0.060002032 0.936802761 
0.005149900 0.060002032 0.936802359 
0.005159900 0.060002032 0.936801980 
0.005169900 0.060002032 0.936801626 
0.005179900 0.060002032 0.936801299 
0.005189900 0.060002032 0.936801000 
0.005199900 0.060002032 0.936800729 
0.005209900 0.060002032 0.936800487 
0.005219900 0.060002032 0.936800274 
0.005229900 0.060002032 0.936800091 
0.005239900 0.060002032 0.936799938 
0.005249900 0.060002032 0.936799815 
0.005259900 0.060002032 0.936799721 
0.005269900 0.060002032 0.936799656 
0.005279900 0.060002032 0.936799619 
0.005289900 0.060002032 0.936799610 
0.005299900 0.060002032 0.936799628 
0.005309900 0.060002032 0.936799671 
0.005319900 0.060002032 0.936799739 
0.005329900 0.060002032 0.936799831 
0.005339900 0.060002032 0.936799944 
0.005349900 0.060002032 0.936800078 
0.005359900 0.060002032 0.936800232 
0.005369900 0.060002032 0.936800403 
0.005379900 0.060002032 0.936800590 
0.005389900 0.060002032 0.936800791 
0.005399900 0.060002032 0.936801005 
0.005409900 0.060002032 0.936801230 
0.005419900 0.060002032 0.936801464 
0.005429900 0.060002032 0.936801706 
0.005439900 0.060002032 0.936801954 
0.005449900 0.060002032 0.936802206 
0.005459900 0.060002032 0.936802460 
0.005469900 0.060002032 0.936802716 
0.005479900 0.060002032 0.936802971 
0.005489900 0.060002032 0.936803224 
0.005499900 0.060002032 0.936803474 
0.005509900 0.060002032 0.936803719 
0.005519900 0.060002032 0.936803958 
0.005529900 0.060002032 0.936804190 
0.005539900 0.060002032 0.936804413 
0.005549900 0.060002032 0.936804627 
0.005559900 0.060002032 0.936804830 
0.005569900 0.060002032 0.936805023 
0.005579900 0.060002032 0.936805203 
0.005589900 0.060002032 0.936805371 
0.005599900 0.060002032 0.936805525 
0.005609900 0.060002032 0.936805666 
0.005619900 0.060002032 0.936805793 
0.005629900 0.060002032 0.936805905 
0.005639900 0.060002032 0.936806003 
0.005649900 0.060002032 0.936806087 
0.005659900 0.060002032 0.936806156 
0.005669900 0.060002032 0.936806210 
0.005679900 0.060002032 0.936806250 
0.005689900 0.060002032 0.936806276 
0.005699900 0.060002032 0.936806289 
0.005709900 0.060002032 0.936806288 
0.005719900 0.060002032 0.936806274 
0.005729900 0.060002032 0.936806247 
0.005739900 0.060002032 0.936806209 
0.005749900 0.060002032 0.936806160 
0.005759900 0.060002032 0.936806100 
0.005769900 0.060002032 0.936806031 
0.005779900 0.060002032 0.936805952 
0.005789900 0.060002032 0.936805865 
0.005799900 0.060002032 0.936805771 
0.005809900 0.060002032 0.936805670 
0.005819900 0.060002032 0.936805563 
0.005829900 0.060002032 0.936805451 
0.005839900 0.060002032 0.936805334 
0.005849900 0.060002032 0.936805215 
0.005859900 0.060002032 0.936805093 
0.005869900 0.060002032 0.936804969 
0.005879900 0.060002032 0.936804844 
0.005889900 0.060002032 0.936804719 
0.005899900 0.060002032 0.936804594 
0.005909900 0.060002032 0.936804471 
0.005919900 0.060002032 0.936804350 
0.005929900 0.060002032 0.936804231 
0.005939900 0.060002032 0.936804116 
0.005949900 0.060002032 0.936804004 
0.005959900 0.060002032 0.936803897 
0.005969900 0.060002032 0.936803794 
0.005979900 0.060002032 0.936803697 
0.005989900 0.060002032 0.936803605 
0.005999900 0.060002032 0.936803520 
0.006009900 0.060002032 0.936803440 
0.006019900 0.060002032 0.936803367 
0.006029900 0.060002032 0.936803301 
0.006039900 0.060002032 0.936803242 
0.006049900 0.060002032 0.936803190 
0.006059900 0.060002032 0.936803145 
0.006069900 0.060002032 0.936803107 
0.006079900 0.060002032 0.936803076 
0.006089900 0.060002032 0.936803052 
0.006099900 0.060002032 0.936803036 
0.006109900 0.060002032 0.936803026 
0.006119900 0.060002032 0.936803022 
0.006129900 0.060002032 0.936803025 
0.006139900 0.060002032 0.936803035 
0.006149900 0.060002032 0.936803050 
0.006159900 0.060002032 0.936803071 
0.006169900 0.060002032 0.936803097 
0.006179900 0.060002032 0.936803128 
0.006189900 0.060002032 0.936803164 
0.006199900 0.060002032 0.936803204 
0.006209900 0.060002032 0.936803248 
0.006219900 0.060002032 0.936803296 
0.006229900 0.060002032 0.936803347 
0.006239900 0.060002032 0.936803400 
0.006249900 0.060002032 0.936803456 
0.006259900 0.060002032 0.936803513 
0.006269900 0.060002032 0.936803572 
0.006279900 0.060002032 0.936803632 
0.006289900 0.060002032 0.936803693 
0.006299900 0.060002032 0.936803754 
0.006309900 0.060002032 0.936803815 
0.006319900 0.060002032 0.936803876 
0.006329900 0.060002032 0.936803936 
0.006339900 0.060002032 0.936803995 
0.006349900 0.060002032 0.936804052 
0.006359900 0.060002032 0.936804108 
0.006369900 0.060002032 0.936804162 
0.006379900 0.060002032 0.936804213 
0.006389900 0.060002032 0.936804263 
0.006399900 0.060002032 0.936804309 
0.006409900 0.060002032 0.936804353 
0.006419900 0.060002032 0.936804393 
0.006429900 0.060002032 0.936804431 
0.006439900 0.060002032 0.936804465 
0.006449900 0.060002032 0.936804496 
0.006459900 0.060002032 0.936804524 
0.006469900 0.060002032 0.936804548 
0.006479900 0.060002032 0.936804568 
0.006489900 0.060002032 0.936804586 
0.006499900 0.060002032 0.936804599 
0.006509900 0.060002032 0.936804609 
0.006519900 0.060002032 0.936804616 
0.006529900 0.060002032 0.936804620 
0.006539900 0.060002032 0.936804620 
0.006549900 0.060002032 0.936804617 
0.006559900 0.060002032 0.936804612 
0.006569900 0.060002032 0.936804603 
0.006579900 0.060002032 0.936804592 
0.006589900 0.060002032 0.936804578 
0.006599900 0.060002032 0.936804562 
0.006609900 0.060002032 0.936804543 
0.006619900 0.060002032 0.936804523 
0.006629900 0.060002032 0.936804500 
0.006639900 0.060002032 0.936804476 
0.006649900 0.060002032 0.936804451 
0.006659900 0.060002032 0.936804425 
0.006669900 0.060002032 0.936804397 
0.006679900 0.060002032 0.936804368 
0.006689900 0.060002032 0.936804339 
0.006699900 0.060002032 0.936804310 
0.006709900 0.060002032 0.936804280 
0.006719900 0.060002032 0.936804250 
0.006729900 0.060002032 0.936804220 
0.006739900 0.060002032 0.936804191 
0.006749900 0.060002032 0.936804162 
0.006759900 0.060002032 0.936804133 
0.006769900 0.060002032 0.936804105 
0.006779900 0.060002032 0.936804078 
0.006789900 0.060002032 0.936804052 
0.006799900 0.060002032 0.936804028 
0.006809900 0.060002032 0.936804004 
0.006819900 0.060002032 0.936803982 
0.006829900 0.060002032 0.936803961 
0.006839900 0.060002032 0.936803942 
0.006849900 0.060002032 0.936803924 
0.006859900 0.060002032 0.936803908 
0.006869900 0.060002032 0.936803894 
0.006879900 0.060002032 0.936803881 
0.006889900 0.060002032 0.936803870 
0.006899900 0.060002032 0.936803860 
0.006909900 0.060002032 0.936803853 
0.006919900 0.060002032 0.936803847 
0.006929900 0.060002032 0.936803843 
0.006939900 0.060002032 0.936803840 
0.006949900 0.060002032 0.936803839 
0.006959900 0.060002032 0.936803839 
0.006969900 0.060002032 0.936803841 
0.006979900 0.060002032 0.936803845 
0.006989900 0.060002032 0.936803849 
0.006999900 0.060002032 0.936803855 
0.007009900 0.060002032 0.936803863 
0.007019900 0.060002032 0.936803871 
0.007029900 0.060002032 0.936803880 
0.007039900 0.060002032 0.936803891 
0.007049900 0.060002032 0.936803902 
0.007059900 0.060002032 0.936803914 
0.007069900 0.060002032 0.936803927 
0.007079900 0.060002032 0.936803940 
0.007089900 0.060002032 0.936803954 
0.007099900 0.060002032 0.936803968 
0.007109900 0.060002032 0.936803982 
0.007119900 0.060002032 0.936803997 
0.007129900 0.060002032 0.936804011 
0.007139900 0.060002032 0.936804026 
0.007149900 0.060002032 0.936804040 
0.007159900 0.060002032 0.936804055 
0.007169900 0.060002032 0.936804069 
0.007179900 0.060002032 0.936804083 
0.007189900 0.060002032 0.936804096 
0.007199900 0.060002032 0.936804109 
0.007209900 0.060002032 0.936804121 
0.007219900 0.060002032 0.936804133 
0.007229900 0.060002032 0.936804145 
0.007239900 0.060002032 0.936804155 
0.007249900 0.060002032 0.936804165 
0.007259900 0.060002032 0.936804174 
0.007269900 0.060002032 0.936804182 
