Sim: 1
ID: 76
Description: Test run of cold flow MSSE simulation with Ma 0.1 initialisation
Variables: 3
time A Ma
0.018159900 0.060002032 0.936804095 
0.018169900 0.060002032 0.936804095 
0.018179900 0.060002032 0.936804095 
0.018189900 0.060002032 0.936804095 
0.018199900 0.060002032 0.936804095 
0.018209900 0.060002032 0.936804095 
0.018219900 0.060002032 0.936804095 
0.018229900 0.060002032 0.936804095 
0.018239900 0.060002032 0.936804095 
0.018249900 0.060002032 0.936804095 
0.018259900 0.060002032 0.936804095 
0.018269900 0.060002032 0.936804095 
0.018279900 0.060002032 0.936804095 
0.018289900 0.060002032 0.936804095 
0.018299900 0.060002032 0.936804095 
0.018309900 0.060002032 0.936804095 
0.018319900 0.060002032 0.936804095 
0.018329900 0.060002032 0.936804095 
0.018339900 0.060002032 0.936804095 
0.018349900 0.060002032 0.936804095 
0.018359900 0.060002032 0.936804095 
0.018369900 0.060002032 0.936804095 
0.018379900 0.060002032 0.936804095 
0.018389900 0.060002032 0.936804095 
0.018399900 0.060002032 0.936804095 
0.018409900 0.060002032 0.936804095 
0.018419900 0.060002032 0.936804095 
0.018429900 0.060002032 0.936804095 
0.018439900 0.060002032 0.936804095 
0.018449900 0.060002032 0.936804095 
0.018459900 0.060002032 0.936804095 
0.018469900 0.060002032 0.936804095 
0.018479900 0.060002032 0.936804095 
0.018489900 0.060002032 0.936804095 
0.018499900 0.060002032 0.936804095 
0.018509900 0.060002032 0.936804095 
0.018519900 0.060002032 0.936804095 
0.018529900 0.060002032 0.936804095 
0.018539900 0.060002032 0.936804095 
0.018549900 0.060002032 0.936804095 
0.018559900 0.060002032 0.936804095 
0.018569900 0.060002032 0.936804095 
0.018579900 0.060002032 0.936804095 
0.018589900 0.060002032 0.936804095 
0.018599900 0.060002032 0.936804095 
0.018609900 0.060002032 0.936804095 
0.018619900 0.060002032 0.936804095 
0.018629900 0.060002032 0.936804095 
0.018639900 0.060002032 0.936804095 
0.018649900 0.060002032 0.936804095 
0.018659900 0.060002032 0.936804095 
0.018669900 0.060002032 0.936804095 
0.018679900 0.060002032 0.936804095 
0.018689900 0.060002032 0.936804095 
0.018699900 0.060002032 0.936804095 
0.018709900 0.060002032 0.936804095 
0.018719900 0.060002032 0.936804095 
0.018729900 0.060002032 0.936804095 
0.018739900 0.060002032 0.936804095 
0.018749900 0.060002032 0.936804095 
0.018759900 0.060002032 0.936804095 
0.018769900 0.060002032 0.936804095 
0.018779900 0.060002032 0.936804095 
0.018789900 0.060002032 0.936804095 
0.018799900 0.060002032 0.936804095 
0.018809900 0.060002032 0.936804095 
0.018819900 0.060002032 0.936804095 
0.018829900 0.060002032 0.936804095 
0.018839900 0.060002032 0.936804095 
0.018849900 0.060002032 0.936804095 
0.018859900 0.060002032 0.936804095 
0.018869900 0.060002032 0.936804095 
0.018879900 0.060002032 0.936804095 
0.018889900 0.060002032 0.936804095 
0.018899900 0.060002032 0.936804095 
0.018909900 0.060002032 0.936804095 
0.018919900 0.060002032 0.936804095 
0.018929900 0.060002032 0.936804095 
0.018939900 0.060002032 0.936804095 
0.018949900 0.060002032 0.936804095 
0.018959900 0.060002032 0.936804095 
0.018969900 0.060002032 0.936804095 
0.018979900 0.060002032 0.936804095 
0.018989900 0.060002032 0.936804095 
0.018999900 0.060002032 0.936804095 
0.019009900 0.060002032 0.936804095 
0.019019900 0.060002032 0.936804095 
0.019029900 0.060002032 0.936804095 
0.019039900 0.060002032 0.936804095 
0.019049900 0.060002032 0.936804095 
0.019059900 0.060002032 0.936804095 
0.019069900 0.060002032 0.936804095 
0.019079900 0.060002032 0.936804095 
0.019089900 0.060002032 0.936804095 
0.019099900 0.060002032 0.936804095 
0.019109900 0.060002032 0.936804095 
0.019119900 0.060002032 0.936804095 
0.019129900 0.060002032 0.936804095 
0.019139900 0.060002032 0.936804095 
0.019149900 0.060002032 0.936804095 
0.019159900 0.060002032 0.936804095 
0.019169900 0.060002032 0.936804095 
0.019179900 0.060002032 0.936804095 
0.019189900 0.060002032 0.936804095 
0.019199900 0.060002032 0.936804095 
0.019209900 0.060002032 0.936804095 
0.019219900 0.060002032 0.936804095 
0.019229900 0.060002032 0.936804095 
0.019239900 0.060002032 0.936804095 
0.019249900 0.060002032 0.936804095 
0.019259900 0.060002032 0.936804095 
0.019269900 0.060002032 0.936804095 
0.019279900 0.060002032 0.936804095 
0.019289900 0.060002032 0.936804095 
0.019299900 0.060002032 0.936804095 
0.019309900 0.060002032 0.936804095 
0.019319900 0.060002032 0.936804095 
0.019329900 0.060002032 0.936804095 
0.019339900 0.060002032 0.936804095 
0.019349900 0.060002032 0.936804095 
0.019359900 0.060002032 0.936804095 
0.019369900 0.060002032 0.936804095 
0.019379900 0.060002032 0.936804095 
0.019389900 0.060002032 0.936804095 
0.019399900 0.060002032 0.936804095 
0.019409900 0.060002032 0.936804095 
0.019419900 0.060002032 0.936804095 
0.019429900 0.060002032 0.936804095 
0.019439900 0.060002032 0.936804095 
0.019449900 0.060002032 0.936804095 
0.019459900 0.060002032 0.936804095 
0.019469900 0.060002032 0.936804095 
0.019479900 0.060002032 0.936804095 
0.019489900 0.060002032 0.936804095 
0.019499900 0.060002032 0.936804095 
0.019509900 0.060002032 0.936804095 
0.019519900 0.060002032 0.936804095 
0.019529900 0.060002032 0.936804095 
0.019539900 0.060002032 0.936804095 
0.019549900 0.060002032 0.936804095 
0.019559900 0.060002032 0.936804095 
0.019569900 0.060002032 0.936804095 
0.019579900 0.060002032 0.936804095 
0.019589900 0.060002032 0.936804095 
0.019599900 0.060002032 0.936804095 
0.019609900 0.060002032 0.936804095 
0.019619900 0.060002032 0.936804095 
0.019629900 0.060002032 0.936804095 
0.019639900 0.060002032 0.936804095 
0.019649900 0.060002032 0.936804095 
0.019659900 0.060002032 0.936804095 
0.019669900 0.060002032 0.936804095 
0.019679900 0.060002032 0.936804095 
0.019689900 0.060002032 0.936804095 
0.019699900 0.060002032 0.936804095 
0.019709900 0.060002032 0.936804095 
0.019719900 0.060002032 0.936804095 
0.019729900 0.060002032 0.936804095 
0.019739900 0.060002032 0.936804095 
0.019749900 0.060002032 0.936804095 
0.019759900 0.060002032 0.936804095 
0.019769900 0.060002032 0.936804095 
0.019779900 0.060002032 0.936804095 
0.019789900 0.060002032 0.936804095 
0.019799900 0.060002032 0.936804095 
0.019809900 0.060002032 0.936804095 
0.019819900 0.060002032 0.936804095 
0.019829900 0.060002032 0.936804095 
0.019839900 0.060002032 0.936804095 
0.019849900 0.060002032 0.936804095 
0.019859900 0.060002032 0.936804095 
0.019869900 0.060002032 0.936804095 
0.019879900 0.060002032 0.936804095 
0.019889900 0.060002032 0.936804095 
0.019899900 0.060002032 0.936804095 
0.019909900 0.060002032 0.936804095 
0.019919900 0.060002032 0.936804095 
0.019929900 0.060002032 0.936804095 
0.019939900 0.060002032 0.936804095 
0.019949900 0.060002032 0.936804095 
0.019959900 0.060002032 0.936804095 
0.019969900 0.060002032 0.936804095 
0.019979900 0.060002032 0.936804095 
0.019989900 0.060002032 0.936804095 
0.019999900 0.060002032 0.936804095 
0.020009900 0.060002032 0.936804095 
0.020019900 0.060002032 0.936804095 
0.020029900 0.060002032 0.936804095 
0.020039900 0.060002032 0.936804095 
0.020049900 0.060002032 0.936804095 
0.020059900 0.060002032 0.936804095 
0.020069900 0.060002032 0.936804095 
0.020079900 0.060002032 0.936804095 
0.020089900 0.060002032 0.936804095 
0.020099900 0.060002032 0.936804095 
0.020109900 0.060002032 0.936804095 
0.020119900 0.060002032 0.936804095 
0.020129900 0.060002032 0.936804095 
0.020139900 0.060002032 0.936804095 
0.020149900 0.060002032 0.936804095 
0.020159900 0.060002032 0.936804095 
0.020169900 0.060002032 0.936804095 
0.020179900 0.060002032 0.936804095 
0.020189900 0.060002032 0.936804095 
0.020199900 0.060002032 0.936804095 
0.020209900 0.060002032 0.936804095 
0.020219900 0.060002032 0.936804095 
0.020229900 0.060002032 0.936804095 
0.020239900 0.060002032 0.936804095 
0.020249900 0.060002032 0.936804095 
0.020259900 0.060002032 0.936804095 
0.020269900 0.060002032 0.936804095 
0.020279900 0.060002032 0.936804095 
0.020289900 0.060002032 0.936804095 
0.020299900 0.060002032 0.936804095 
0.020309900 0.060002032 0.936804095 
0.020319900 0.060002032 0.936804095 
0.020329900 0.060002032 0.936804095 
0.020339900 0.060002032 0.936804095 
0.020349900 0.060002032 0.936804095 
0.020359900 0.060002032 0.936804095 
0.020369900 0.060002032 0.936804095 
0.020379900 0.060002032 0.936804095 
0.020389900 0.060002032 0.936804095 
0.020399900 0.060002032 0.936804095 
0.020409900 0.060002032 0.936804095 
0.020419900 0.060002032 0.936804095 
0.020429900 0.060002032 0.936804095 
0.020439900 0.060002032 0.936804095 
0.020449900 0.060002032 0.936804095 
0.020459900 0.060002032 0.936804095 
0.020469900 0.060002032 0.936804095 
0.020479900 0.060002032 0.936804095 
0.020489900 0.060002032 0.936804095 
0.020499900 0.060002032 0.936804095 
0.020509900 0.060002032 0.936804095 
0.020519900 0.060002032 0.936804095 
0.020529900 0.060002032 0.936804095 
0.020539900 0.060002032 0.936804095 
0.020549900 0.060002032 0.936804095 
0.020559900 0.060002032 0.936804095 
0.020569900 0.060002032 0.936804095 
0.020579900 0.060002032 0.936804095 
0.020589900 0.060002032 0.936804095 
0.020599900 0.060002032 0.936804095 
0.020609900 0.060002032 0.936804095 
0.020619900 0.060002032 0.936804095 
0.020629900 0.060002032 0.936804095 
0.020639900 0.060002032 0.936804095 
0.020649900 0.060002032 0.936804095 
0.020659900 0.060002032 0.936804095 
0.020669900 0.060002032 0.936804095 
0.020679900 0.060002032 0.936804095 
0.020689900 0.060002032 0.936804095 
0.020699900 0.060002032 0.936804095 
0.020709900 0.060002032 0.936804095 
0.020719900 0.060002032 0.936804095 
0.020729900 0.060002032 0.936804095 
0.020739900 0.060002032 0.936804095 
0.020749900 0.060002032 0.936804095 
0.020759900 0.060002032 0.936804095 
0.020769900 0.060002032 0.936804095 
0.020779900 0.060002032 0.936804095 
0.020789900 0.060002032 0.936804095 
0.020799900 0.060002032 0.936804095 
0.020809900 0.060002032 0.936804095 
0.020819900 0.060002032 0.936804095 
0.020829900 0.060002032 0.936804095 
0.020839900 0.060002032 0.936804095 
0.020849900 0.060002032 0.936804095 
0.020859900 0.060002032 0.936804095 
0.020869900 0.060002032 0.936804095 
0.020879900 0.060002032 0.936804095 
0.020889900 0.060002032 0.936804095 
0.020899900 0.060002032 0.936804095 
0.020909900 0.060002032 0.936804095 
0.020919900 0.060002032 0.936804095 
0.020929900 0.060002032 0.936804095 
0.020939900 0.060002032 0.936804095 
0.020949900 0.060002032 0.936804095 
0.020959900 0.060002032 0.936804095 
0.020969900 0.060002032 0.936804095 
0.020979900 0.060002032 0.936804095 
0.020989900 0.060002032 0.936804095 
0.020999900 0.060002032 0.936804095 
0.021009900 0.060002032 0.936804095 
0.021019900 0.060002032 0.936804095 
0.021029900 0.060002032 0.936804095 
0.021039900 0.060002032 0.936804095 
0.021049900 0.060002032 0.936804095 
0.021059900 0.060002032 0.936804095 
0.021069900 0.060002032 0.936804095 
0.021079900 0.060002032 0.936804095 
0.021089900 0.060002032 0.936804095 
0.021099900 0.060002032 0.936804095 
0.021109900 0.060002032 0.936804095 
0.021119900 0.060002032 0.936804095 
0.021129900 0.060002032 0.936804095 
0.021139900 0.060002032 0.936804095 
0.021149900 0.060002032 0.936804095 
0.021159900 0.060002032 0.936804095 
0.021169900 0.060002032 0.936804095 
0.021179900 0.060002032 0.936804095 
0.021189900 0.060002032 0.936804095 
0.021199900 0.060002032 0.936804095 
0.021209900 0.060002032 0.936804095 
0.021219900 0.060002032 0.936804095 
0.021229900 0.060002032 0.936804095 
0.021239900 0.060002032 0.936804095 
0.021249900 0.060002032 0.936804095 
0.021259900 0.060002032 0.936804095 
0.021269900 0.060002032 0.936804095 
0.021279900 0.060002032 0.936804095 
0.021289900 0.060002032 0.936804095 
0.021299900 0.060002032 0.936804095 
0.021309900 0.060002032 0.936804095 
0.021319900 0.060002032 0.936804095 
0.021329900 0.060002032 0.936804095 
0.021339900 0.060002032 0.936804095 
0.021349900 0.060002032 0.936804095 
0.021359900 0.060002032 0.936804095 
0.021369900 0.060002032 0.936804095 
0.021379900 0.060002032 0.936804095 
0.021389900 0.060002032 0.936804095 
0.021399900 0.060002032 0.936804095 
0.021409900 0.060002032 0.936804095 
0.021419900 0.060002032 0.936804095 
0.021429900 0.060002032 0.936804095 
0.021439900 0.060002032 0.936804095 
0.021449900 0.060002032 0.936804095 
0.021459900 0.060002032 0.936804095 
0.021469900 0.060002032 0.936804095 
0.021479900 0.060002032 0.936804095 
0.021489900 0.060002032 0.936804095 
0.021499900 0.060002032 0.936804095 
0.021509900 0.060002032 0.936804095 
0.021519900 0.060002032 0.936804095 
0.021529900 0.060002032 0.936804095 
0.021539900 0.060002032 0.936804095 
0.021549900 0.060002032 0.936804095 
0.021559900 0.060002032 0.936804095 
0.021569900 0.060002032 0.936804095 
0.021579900 0.060002032 0.936804095 
0.021589900 0.060002032 0.936804095 
0.021599900 0.060002032 0.936804095 
0.021609900 0.060002032 0.936804095 
0.021619900 0.060002032 0.936804095 
0.021629900 0.060002032 0.936804095 
0.021639900 0.060002032 0.936804095 
0.021649900 0.060002032 0.936804095 
0.021659900 0.060002032 0.936804095 
0.021669900 0.060002032 0.936804095 
0.021679900 0.060002032 0.936804095 
0.021689900 0.060002032 0.936804095 
0.021699900 0.060002032 0.936804095 
0.021709900 0.060002032 0.936804095 
0.021719900 0.060002032 0.936804095 
0.021729900 0.060002032 0.936804095 
0.021739900 0.060002032 0.936804095 
0.021749900 0.060002032 0.936804095 
0.021759900 0.060002032 0.936804095 
0.021769900 0.060002032 0.936804095 
0.021779900 0.060002032 0.936804095 
0.021789900 0.060002032 0.936804095 
0.021799900 0.060002032 0.936804095 
0.021809900 0.060002032 0.936804095 
0.021819900 0.060002032 0.936804095 
0.021829900 0.060002032 0.936804095 
0.021839900 0.060002032 0.936804095 
0.021849900 0.060002032 0.936804095 
0.021859900 0.060002032 0.936804095 
0.021869900 0.060002032 0.936804095 
0.021879900 0.060002032 0.936804095 
0.021889900 0.060002032 0.936804095 
0.021899900 0.060002032 0.936804095 
0.021909900 0.060002032 0.936804095 
0.021919900 0.060002032 0.936804095 
0.021929900 0.060002032 0.936804095 
0.021939900 0.060002032 0.936804095 
0.021949900 0.060002032 0.936804095 
0.021959900 0.060002032 0.936804095 
0.021969900 0.060002032 0.936804095 
0.021979900 0.060002032 0.936804095 
0.021989900 0.060002032 0.936804095 
0.021999900 0.060002032 0.936804095 
0.022009900 0.060002032 0.936804095 
0.022019900 0.060002032 0.936804095 
0.022029900 0.060002032 0.936804095 
0.022039900 0.060002032 0.936804095 
0.022049900 0.060002032 0.936804095 
0.022059900 0.060002032 0.936804095 
0.022069900 0.060002032 0.936804095 
0.022079900 0.060002032 0.936804095 
0.022089900 0.060002032 0.936804095 
0.022099900 0.060002032 0.936804095 
0.022109900 0.060002032 0.936804095 
0.022119900 0.060002032 0.936804095 
0.022129900 0.060002032 0.936804095 
0.022139900 0.060002032 0.936804095 
0.022149900 0.060002032 0.936804095 
0.022159900 0.060002032 0.936804095 
0.022169900 0.060002032 0.936804095 
0.022179900 0.060002032 0.936804095 
0.022189900 0.060002032 0.936804095 
0.022199900 0.060002032 0.936804095 
0.022209900 0.060002032 0.936804095 
0.022219900 0.060002032 0.936804095 
0.022229900 0.060002032 0.936804095 
0.022239900 0.060002032 0.936804095 
0.022249900 0.060002032 0.936804095 
0.022259900 0.060002032 0.936804095 
0.022269900 0.060002032 0.936804095 
0.022279900 0.060002032 0.936804095 
0.022289900 0.060002032 0.936804095 
0.022299900 0.060002032 0.936804095 
0.022309900 0.060002032 0.936804095 
0.022319900 0.060002032 0.936804095 
0.022329900 0.060002032 0.936804095 
0.022339900 0.060002032 0.936804095 
0.022349900 0.060002032 0.936804095 
0.022359900 0.060002032 0.936804095 
0.022369900 0.060002032 0.936804095 
0.022379900 0.060002032 0.936804095 
0.022389900 0.060002032 0.936804095 
0.022399900 0.060002032 0.936804095 
0.022409900 0.060002032 0.936804095 
0.022419900 0.060002032 0.936804095 
0.022429900 0.060002032 0.936804095 
0.022439900 0.060002032 0.936804095 
0.022449900 0.060002032 0.936804095 
0.022459900 0.060002032 0.936804095 
0.022469900 0.060002032 0.936804095 
0.022479900 0.060002032 0.936804095 
0.022489900 0.060002032 0.936804095 
0.022499900 0.060002032 0.936804095 
0.022509900 0.060002032 0.936804095 
0.022519900 0.060002032 0.936804095 
0.022529900 0.060002032 0.936804095 
0.022539900 0.060002032 0.936804095 
0.022549900 0.060002032 0.936804095 
0.022559900 0.060002032 0.936804095 
0.022569900 0.060002032 0.936804095 
0.022579900 0.060002032 0.936804095 
0.022589900 0.060002032 0.936804095 
0.022599900 0.060002032 0.936804095 
0.022609900 0.060002032 0.936804095 
0.022619900 0.060002032 0.936804095 
0.022629900 0.060002032 0.936804095 
0.022639900 0.060002032 0.936804095 
0.022649900 0.060002032 0.936804095 
0.022659900 0.060002032 0.936804095 
0.022669900 0.060002032 0.936804095 
0.022679900 0.060002032 0.936804095 
0.022689900 0.060002032 0.936804095 
0.022699900 0.060002032 0.936804095 
0.022709900 0.060002032 0.936804095 
0.022719900 0.060002032 0.936804095 
0.022729900 0.060002032 0.936804095 
0.022739900 0.060002032 0.936804095 
0.022749900 0.060002032 0.936804095 
0.022759900 0.060002032 0.936804095 
0.022769900 0.060002032 0.936804095 
0.022779900 0.060002032 0.936804095 
0.022789900 0.060002032 0.936804095 
0.022799900 0.060002032 0.936804095 
0.022809900 0.060002032 0.936804095 
0.022819900 0.060002032 0.936804095 
0.022829900 0.060002032 0.936804095 
0.022839900 0.060002032 0.936804095 
0.022849900 0.060002032 0.936804095 
0.022859900 0.060002032 0.936804095 
0.022869900 0.060002032 0.936804095 
0.022879900 0.060002032 0.936804095 
0.022889900 0.060002032 0.936804095 
0.022899900 0.060002032 0.936804095 
0.022909900 0.060002032 0.936804095 
0.022919900 0.060002032 0.936804095 
0.022929900 0.060002032 0.936804095 
0.022939900 0.060002032 0.936804095 
0.022949900 0.060002032 0.936804095 
0.022959900 0.060002032 0.936804095 
0.022969900 0.060002032 0.936804095 
0.022979900 0.060002032 0.936804095 
0.022989900 0.060002032 0.936804095 
0.022999900 0.060002032 0.936804095 
0.023009900 0.060002032 0.936804095 
0.023019900 0.060002032 0.936804095 
0.023029900 0.060002032 0.936804095 
0.023039900 0.060002032 0.936804095 
0.023049900 0.060002032 0.936804095 
0.023059900 0.060002032 0.936804095 
0.023069900 0.060002032 0.936804095 
0.023079900 0.060002032 0.936804095 
0.023089900 0.060002032 0.936804095 
0.023099900 0.060002032 0.936804095 
0.023109900 0.060002032 0.936804095 
0.023119900 0.060002032 0.936804095 
0.023129900 0.060002032 0.936804095 
0.023139900 0.060002032 0.936804095 
0.023149900 0.060002032 0.936804095 
0.023159900 0.060002032 0.936804095 
0.023169900 0.060002032 0.936804095 
0.023179900 0.060002032 0.936804095 
0.023189900 0.060002032 0.936804095 
0.023199900 0.060002032 0.936804095 
0.023209900 0.060002032 0.936804095 
0.023219900 0.060002032 0.936804095 
0.023229900 0.060002032 0.936804095 
0.023239900 0.060002032 0.936804095 
0.023249900 0.060002032 0.936804095 
0.023259900 0.060002032 0.936804095 
0.023269900 0.060002032 0.936804095 
0.023279900 0.060002032 0.936804095 
0.023289900 0.060002032 0.936804095 
0.023299900 0.060002032 0.936804095 
0.023309900 0.060002032 0.936804095 
0.023319900 0.060002032 0.936804095 
0.023329900 0.060002032 0.936804095 
0.023339900 0.060002032 0.936804095 
0.023349900 0.060002032 0.936804095 
0.023359900 0.060002032 0.936804095 
0.023369900 0.060002032 0.936804095 
0.023379900 0.060002032 0.936804095 
0.023389900 0.060002032 0.936804095 
0.023399900 0.060002032 0.936804095 
0.023409900 0.060002032 0.936804095 
0.023419900 0.060002032 0.936804095 
0.023429900 0.060002032 0.936804095 
0.023439900 0.060002032 0.936804095 
0.023449900 0.060002032 0.936804095 
0.023459900 0.060002032 0.936804095 
0.023469900 0.060002032 0.936804095 
0.023479900 0.060002032 0.936804095 
0.023489900 0.060002032 0.936804095 
0.023499900 0.060002032 0.936804095 
0.023509900 0.060002032 0.936804095 
0.023519900 0.060002032 0.936804095 
0.023529900 0.060002032 0.936804095 
0.023539900 0.060002032 0.936804095 
0.023549900 0.060002032 0.936804095 
0.023559900 0.060002032 0.936804095 
0.023569900 0.060002032 0.936804095 
0.023579900 0.060002032 0.936804095 
0.023589900 0.060002032 0.936804095 
0.023599900 0.060002032 0.936804095 
0.023609900 0.060002032 0.936804095 
0.023619900 0.060002032 0.936804095 
0.023629900 0.060002032 0.936804095 
0.023639900 0.060002032 0.936804095 
0.023649900 0.060002032 0.936804095 
0.023659900 0.060002032 0.936804095 
0.023669900 0.060002032 0.936804095 
0.023679900 0.060002032 0.936804095 
0.023689900 0.060002032 0.936804095 
0.023699900 0.060002032 0.936804095 
0.023709900 0.060002032 0.936804095 
0.023719900 0.060002032 0.936804095 
0.023729900 0.060002032 0.936804095 
0.023739900 0.060002032 0.936804095 
0.023749900 0.060002032 0.936804095 
0.023759900 0.060002032 0.936804095 
0.023769900 0.060002032 0.936804095 
0.023779900 0.060002032 0.936804095 
0.023789900 0.060002032 0.936804095 
0.023799900 0.060002032 0.936804095 
0.023809900 0.060002032 0.936804095 
0.023819900 0.060002032 0.936804095 
0.023829900 0.060002032 0.936804095 
0.023839900 0.060002032 0.936804095 
0.023849900 0.060002032 0.936804095 
0.023859900 0.060002032 0.936804095 
0.023869900 0.060002032 0.936804095 
0.023879900 0.060002032 0.936804095 
0.023889900 0.060002032 0.936804095 
0.023899900 0.060002032 0.936804095 
0.023909900 0.060002032 0.936804095 
0.023919900 0.060002032 0.936804095 
0.023929900 0.060002032 0.936804095 
0.023939900 0.060002032 0.936804095 
0.023949900 0.060002032 0.936804095 
0.023959900 0.060002032 0.936804095 
0.023969900 0.060002032 0.936804095 
0.023979900 0.060002032 0.936804095 
0.023989900 0.060002032 0.936804095 
0.023999900 0.060002032 0.936804095 
0.024009900 0.060002032 0.936804095 
0.024019900 0.060002032 0.936804095 
0.024029900 0.060002032 0.936804095 
0.024039900 0.060002032 0.936804095 
0.024049900 0.060002032 0.936804095 
0.024059900 0.060002032 0.936804095 
0.024069900 0.060002032 0.936804095 
0.024079900 0.060002032 0.936804095 
0.024089900 0.060002032 0.936804095 
0.024099900 0.060002032 0.936804095 
0.024109900 0.060002032 0.936804095 
0.024119900 0.060002032 0.936804095 
0.024129900 0.060002032 0.936804095 
0.024139900 0.060002032 0.936804095 
0.024149900 0.060002032 0.936804095 
0.024159900 0.060002032 0.936804095 
0.024169900 0.060002032 0.936804095 
0.024179900 0.060002032 0.936804095 
0.024189900 0.060002032 0.936804095 
0.024199900 0.060002032 0.936804095 
0.024209900 0.060002032 0.936804095 
0.024219900 0.060002032 0.936804095 
0.024229900 0.060002032 0.936804095 
0.024239900 0.060002032 0.936804095 
0.024249900 0.060002032 0.936804095 
0.024259900 0.060002032 0.936804095 
0.024269900 0.060002032 0.936804095 
0.024279900 0.060002032 0.936804095 
0.024289900 0.060002032 0.936804095 
0.024299900 0.060002032 0.936804095 
0.024309900 0.060002032 0.936804095 
0.024319900 0.060002032 0.936804095 
0.024329900 0.060002032 0.936804095 
0.024339900 0.060002032 0.936804095 
0.024349900 0.060002032 0.936804095 
0.024359900 0.060002032 0.936804095 
0.024369900 0.060002032 0.936804095 
0.024379900 0.060002032 0.936804095 
0.024389900 0.060002032 0.936804095 
0.024399900 0.060002032 0.936804095 
0.024409900 0.060002032 0.936804095 
0.024419900 0.060002032 0.936804095 
0.024429900 0.060002032 0.936804095 
0.024439900 0.060002032 0.936804095 
0.024449900 0.060002032 0.936804095 
0.024459900 0.060002032 0.936804095 
0.024469900 0.060002032 0.936804095 
0.024479900 0.060002032 0.936804095 
0.024489900 0.060002032 0.936804095 
0.024499900 0.060002032 0.936804095 
0.024509900 0.060002032 0.936804095 
0.024519900 0.060002032 0.936804095 
0.024529900 0.060002032 0.936804095 
0.024539900 0.060002032 0.936804095 
0.024549900 0.060002032 0.936804095 
0.024559900 0.060002032 0.936804095 
0.024569900 0.060002032 0.936804095 
0.024579900 0.060002032 0.936804095 
0.024589900 0.060002032 0.936804095 
0.024599900 0.060002032 0.936804095 
0.024609900 0.060002032 0.936804095 
0.024619900 0.060002032 0.936804095 
0.024629900 0.060002032 0.936804095 
0.024639900 0.060002032 0.936804095 
0.024649900 0.060002032 0.936804095 
0.024659900 0.060002032 0.936804095 
0.024669900 0.060002032 0.936804095 
0.024679900 0.060002032 0.936804095 
0.024689900 0.060002032 0.936804095 
0.024699900 0.060002032 0.936804095 
0.024709900 0.060002032 0.936804095 
0.024719900 0.060002032 0.936804095 
0.024729900 0.060002032 0.936804095 
0.024739900 0.060002032 0.936804095 
0.024749900 0.060002032 0.936804095 
0.024759900 0.060002032 0.936804095 
0.024769900 0.060002032 0.936804095 
0.024779900 0.060002032 0.936804095 
0.024789900 0.060002032 0.936804095 
0.024799900 0.060002032 0.936804095 
0.024809900 0.060002032 0.936804095 
0.024819900 0.060002032 0.936804095 
0.024829900 0.060002032 0.936804095 
0.024839900 0.060002032 0.936804095 
0.024849900 0.060002032 0.936804095 
0.024859900 0.060002032 0.936804095 
0.024869900 0.060002032 0.936804095 
0.024879900 0.060002032 0.936804095 
0.024889900 0.060002032 0.936804095 
0.024899900 0.060002032 0.936804095 
0.024909900 0.060002032 0.936804095 
0.024919900 0.060002032 0.936804095 
0.024929900 0.060002032 0.936804095 
0.024939900 0.060002032 0.936804095 
0.024949900 0.060002032 0.936804095 
0.024959900 0.060002032 0.936804095 
0.024969900 0.060002032 0.936804095 
0.024979900 0.060002032 0.936804095 
0.024989900 0.060002032 0.936804095 
0.024999900 0.060002032 0.936804095 
0.025009900 0.060002032 0.936804095 
0.025019900 0.060002032 0.936804095 
0.025029900 0.060002032 0.936804095 
0.025039900 0.060002032 0.936804095 
0.025049900 0.060002032 0.936804095 
0.025059900 0.060002032 0.936804095 
0.025069900 0.060002032 0.936804095 
0.025079900 0.060002032 0.936804095 
0.025089900 0.060002032 0.936804095 
0.025099900 0.060002032 0.936804095 
0.025109900 0.060002032 0.936804095 
0.025119900 0.060002032 0.936804095 
0.025129900 0.060002032 0.936804095 
0.025139900 0.060002032 0.936804095 
0.025149900 0.060002032 0.936804095 
0.025159900 0.060002032 0.936804095 
0.025169900 0.060002032 0.936804095 
0.025179900 0.060002032 0.936804095 
0.025189900 0.060002032 0.936804095 
0.025199900 0.060002032 0.936804095 
0.025209900 0.060002032 0.936804095 
0.025219900 0.060002032 0.936804095 
0.025229900 0.060002032 0.936804095 
0.025239900 0.060002032 0.936804095 
0.025249900 0.060002032 0.936804095 
0.025259900 0.060002032 0.936804095 
0.025269900 0.060002032 0.936804095 
0.025279900 0.060002032 0.936804095 
0.025289900 0.060002032 0.936804095 
0.025299900 0.060002032 0.936804095 
0.025309900 0.060002032 0.936804095 
0.025319900 0.060002032 0.936804095 
0.025329900 0.060002032 0.936804095 
0.025339900 0.060002032 0.936804095 
0.025349900 0.060002032 0.936804095 
0.025359900 0.060002032 0.936804095 
0.025369900 0.060002032 0.936804095 
0.025379900 0.060002032 0.936804095 
0.025389900 0.060002032 0.936804095 
0.025399900 0.060002032 0.936804095 
0.025409900 0.060002032 0.936804095 
0.025419900 0.060002032 0.936804095 
0.025429900 0.060002032 0.936804095 
0.025439900 0.060002032 0.936804095 
0.025449900 0.060002032 0.936804095 
0.025459900 0.060002032 0.936804095 
0.025469900 0.060002032 0.936804095 
0.025479900 0.060002032 0.936804095 
