Sim: 2
ID: 0
Description: Test run of cold flow MSSE simulation with Ma 0.1 initialisation
Variables: 4
time A mass_flux Ma
0.000009900 0.053014376 4094.196536842 0.232094387 
0.000019900 0.053014376 4108.975490012 0.233664665 
0.000029900 0.053014376 4113.213079092 0.234149201 
0.000039900 0.053014376 4113.482198037 0.234273001 
0.000049900 0.053014376 4113.104719489 0.234306319 
0.000059900 0.053014376 4112.745772993 0.234314910 
0.000069900 0.053014376 4112.488210921 0.234315868 
0.000079900 0.053014376 4112.310183197 0.234314159 
0.000089900 0.053014376 4112.169895379 0.234310645 
0.000099900 0.053014376 4111.960044253 0.234300700 
0.000109900 0.053014376 4111.310987505 0.234263008 
0.000119900 0.053014376 4109.181896175 0.234135117 
0.000129900 0.053014376 4103.342800188 0.233782067 
0.000139900 0.053014376 4090.116575469 0.232980701 
0.000149900 0.053014376 4064.834256144 0.231447675 
0.000159900 0.053014376 4023.167711948 0.228921541 
0.000169900 0.053014376 3962.974721105 0.225275979 
0.000179900 0.053014376 3885.856950545 0.220613639 
0.000189900 0.053014376 3797.574201906 0.215287542 
0.000199900 0.053014376 3706.881513404 0.209826004 
0.000209900 0.053014376 3623.119080780 0.204785457 
0.000219900 0.053014376 3553.579349287 0.200595227 
0.000229900 0.053014376 3501.814758645 0.197461775 
0.000239900 0.053014376 3467.488748023 0.195363934 
0.000249900 0.053014376 3447.515732580 0.194121296 
0.000259900 0.053014376 3437.686852324 0.193488594 
0.000269900 0.053014376 3434.006597055 0.193232290 
0.000279900 0.053014376 3433.380658759 0.193169803 
0.000289900 0.053014376 3433.732598187 0.193176371 
0.000299900 0.053014376 3433.839613023 0.193176254 
0.000309900 0.053014376 3433.137974781 0.193132350 
0.000319900 0.053014376 3431.588594210 0.193039143 
0.000329900 0.053014376 3429.569271392 0.192916857 
0.000339900 0.053014376 3427.740796672 0.192803738 
0.000349900 0.053014376 3426.884605416 0.192746426 
0.000359900 0.053014376 3427.759382230 0.192791293 
0.000369900 0.053014376 3431.032804802 0.192980078 
0.000379900 0.053014376 3437.315836646 0.193351460 
0.000389900 0.053014376 3447.280880643 0.193947510 
0.000399900 0.053014376 3461.799937236 0.194821383 
0.000409900 0.053014376 3482.014696609 0.196041249 
0.000419900 0.053014376 3509.269065922 0.197686509 
0.000429900 0.053014376 3544.898318164 0.199835915 
0.000439900 0.053014376 3589.944420284 0.202551467 
0.000449900 0.053014376 3644.905737988 0.205864142 
0.000459900 0.053014376 3709.609026591 0.209766429 
0.000469900 0.053014376 3783.232274617 0.214213337 
0.000479900 0.053014376 3864.448019957 0.219130251 
0.000489900 0.053014376 3951.625854749 0.224424244 
0.000499900 0.053014376 4043.033724457 0.229995474 
0.000509900 0.053014376 4136.997972899 0.235746357 
0.000519900 0.053014376 4232.006669203 0.241587616 
0.000529900 0.053014376 4326.759610765 0.247441328 
0.000539900 0.053014376 4420.178302468 0.253241686 
0.000549900 0.053014376 4511.391485112 0.258934341 
0.000559900 0.053014376 4599.709446213 0.264475084 
0.000569900 0.053014376 4684.596210000 0.269828374 
0.000579900 0.053014376 4765.644615294 0.274966032 
0.000589900 0.053014376 4842.556124006 0.279866197 
0.000599900 0.053014376 4915.125166674 0.284512537 
0.000609900 0.053014376 4983.226787194 0.288893653 
0.000619900 0.053014376 5046.806037216 0.293002553 
0.000629900 0.053014376 5105.867729981 0.296836135 
0.000639900 0.053014376 5160.465577536 0.300394591 
0.000649900 0.053014376 5210.690243302 0.303680712 
0.000659900 0.053014376 5256.656332823 0.306699102 
0.000669900 0.053014376 5298.488749585 0.309455304 
0.000679900 0.053014376 5336.309123061 0.311954921 
0.000689900 0.053014376 5370.223161028 0.314202773 
0.000699900 0.053014376 5400.309794980 0.316202152 
0.000709900 0.053014376 5426.612895612 0.317954253 
0.000719900 0.053014376 5449.136161682 0.319457806 
0.000729900 0.053014376 5467.841559395 0.320708950 
0.000739900 0.053014376 5482.651439323 0.321701371 
0.000749900 0.053014376 5493.454209032 0.322426684 
0.000759900 0.053014376 5500.113212120 0.322875041 
0.000769900 0.053014376 5502.478272407 0.323035936 
0.000779900 0.053014376 5500.399213092 0.322899144 
0.000789900 0.053014376 5493.740556597 0.322455745 
0.000799900 0.053014376 5482.396549282 0.321699159 
0.000809900 0.053014376 5466.305632121 0.320626131 
0.000819900 0.053014376 5445.463490702 0.319237592 
0.000829900 0.053014376 5419.933865529 0.317539345 
0.000839900 0.053014376 5389.856389955 0.315542519 
0.000849900 0.053014376 5355.450854455 0.313263748 
0.000859900 0.053014376 5317.017477574 0.310725061 
0.000869900 0.053014376 5274.932996877 0.307953484 
0.000879900 0.053014376 5229.642669621 0.304980358 
0.000889900 0.053014376 5181.648573811 0.301840432 
0.000899900 0.053014376 5131.494896241 0.298570784 
0.000909900 0.053014376 5079.751148504 0.295209631 
0.000919900 0.053014376 5026.994428274 0.291795137 
0.000929900 0.053014376 4973.791912779 0.288364262 
0.000939900 0.053014376 4920.684720747 0.284951757 
0.000949900 0.053014376 4868.174113702 0.281589327 
0.000959900 0.053014376 4816.710751089 0.278305031 
0.000969900 0.053014376 4766.687403585 0.275122910 
0.000979900 0.053014376 4718.435208035 0.272062843 
0.000989900 0.053014376 4672.223255847 0.269140616 
0.000999900 0.053014376 4628.261075081 0.266368163 
0.001009900 0.053014376 4586.703412176 0.263753936 
0.001019900 0.053014376 4547.656645667 0.261303367 
0.001029900 0.053014376 4511.186163186 0.259019370 
0.001039900 0.053014376 4477.324088672 0.256902857 
