Sim: 3
ID: 150
Description: Test run of cold flow MSSE simulation with Ma 0.1 initialisation
Variables: 4
time A mass_flux Ma
0.000009900 0.060002032 1498.489640602 0.102668564 
0.000019900 0.060002032 1595.410005990 0.109083581 
0.000029900 0.060002032 1745.300201320 0.118949768 
0.000039900 0.060002032 1944.101756152 0.131927703 
0.000049900 0.060002032 2182.585276246 0.147365657 
0.000059900 0.060002032 2420.888564231 0.162894735 
0.000069900 0.060002032 2595.061628899 0.174957196 
0.000079900 0.060002032 2702.196799449 0.183507990 
0.000089900 0.060002032 2786.464426306 0.191043640 
0.000099900 0.060002032 2874.661477575 0.199049267 
0.000109900 0.060002032 2972.962864091 0.207853385 
0.000119900 0.060002032 3080.778111048 0.217404645 
0.000129900 0.060002032 3196.337808664 0.227585650 
0.000139900 0.060002032 3318.114536215 0.238297638 
0.000149900 0.060002032 3446.986557398 0.249605607 
0.000159900 0.060002032 3593.952869839 0.262245085 
0.000169900 0.060002032 3796.612077785 0.278663968 
0.000179900 0.060002032 4137.661705151 0.304022066 
0.000189900 0.060002032 4734.227906510 0.344956585 
0.000199900 0.060002032 5581.432577450 0.400326808 
0.000209900 0.060002032 6374.413012740 0.454199527 
0.000219900 0.060002032 6886.965598498 0.496735766 
0.000229900 0.060002032 7193.150325808 0.531819292 
0.000239900 0.060002032 7411.973972612 0.564423798 
0.000249900 0.060002032 7596.978853197 0.596364265 
0.000259900 0.060002032 7762.921374781 0.627762387 
0.000269900 0.060002032 7913.262576458 0.658317901 
0.000279900 0.060002032 8049.582439103 0.687729364 
0.000289900 0.060002032 8173.370061493 0.715765261 
0.000299900 0.060002032 8285.944818566 0.742250782 
0.000309900 0.060002032 8387.978976936 0.767038475 
0.000319900 0.060002032 8478.877492086 0.789975212 
0.000329900 0.060002032 8556.260410722 0.810877570 
0.000339900 0.060002032 8616.050158851 0.829538385 
0.000349900 0.060002032 8653.639711496 0.845782855 
0.000359900 0.060002032 8665.970794280 0.859560131 
0.000369900 0.060002032 8653.476338073 0.871018460 
0.000379900 0.060002032 8620.695909856 0.880511826 
0.000389900 0.060002032 8575.240152577 0.888530232 
0.000399900 0.060002032 8525.803538230 0.895591324 
0.000409900 0.060002032 8480.240969195 0.902142118 
0.000419900 0.060002032 8444.350513814 0.908500303 
0.000429900 0.060002032 8421.458178247 0.914838725 
0.000439900 0.060002032 8412.551430024 0.921199706 
0.000449900 0.060002032 8416.636886720 0.927522104 
0.000459900 0.060002032 8431.123785332 0.933670686 
0.000469900 0.060002032 8452.232856356 0.939465803 
0.000479900 0.060002032 8475.569456648 0.944718962 
0.000489900 0.060002032 8496.939269955 0.949277745 
0.000499900 0.060002032 8513.244852600 0.953066064 
0.000509900 0.060002032 8523.116751455 0.956101704 
0.000519900 0.060002032 8526.999735261 0.958488225 
0.000529900 0.060002032 8526.693229267 0.960386881 
0.000539900 0.060002032 8524.622094467 0.961971884 
0.000549900 0.060002032 8523.203984807 0.963397101 
0.000559900 0.060002032 8524.504155746 0.964788801 
0.000569900 0.060002032 8530.155370433 0.966236744 
0.000579900 0.060002032 8541.486944475 0.967801833 
0.000589900 0.060002032 8559.682842849 0.969527086 
0.000599900 0.060002032 8585.858623103 0.971441668 
0.000609900 0.060002032 8621.005086811 0.973556422 
0.000619900 0.060002032 8665.812830290 0.975851860 
0.000629900 0.060002032 8720.518176159 0.978288696 
0.000639900 0.060002032 8784.653475419 0.980822945 
0.000649900 0.060002032 8856.992695420 0.983378766 
0.000659900 0.060002032 8935.871647263 0.985911850 
0.000669900 0.060002032 9019.048291829 0.988451017 
0.000679900 0.060002032 9104.158416517 0.990906063 
0.000689900 0.060002032 9189.125391126 0.993204230 
0.000699900 0.060002032 9272.224666298 0.995293012 
0.000709900 0.060002032 9352.138786509 0.997138689 
0.000719900 0.060002032 9427.935449724 0.998722443 
0.000729900 0.060002032 9499.005619145 1.000035895 
0.000739900 0.060002032 9564.987256319 1.001075608 
0.000749900 0.060002032 9625.712180307 1.001840515 
0.000759900 0.060002032 9681.155004464 1.002334735 
0.000769900 0.060002032 9731.394878448 1.002566248 
0.000779900 0.060002032 9776.594207606 1.002545987 
0.000789900 0.060002032 9816.984925272 1.002287377 
0.000799900 0.060002032 9852.858128747 1.001806056 
0.000809900 0.060002032 9884.553942513 1.001119606 
0.000819900 0.060002032 9912.449933035 1.000247198 
0.000829900 0.060002032 9936.950595870 0.999209829 
0.000839900 0.060002032 9958.475039024 0.998033383 
0.000849900 0.060002032 9977.433713464 0.996746357 
0.000859900 0.060002032 9994.218407013 0.995378094 
0.000869900 0.060002032 10009.189527954 0.993957561 
0.000879900 0.060002032 10022.664226806 0.992512060 
0.000889900 0.060002032 10034.905021354 0.991065969 
0.000899900 0.060002032 10046.108766404 0.989639617 
0.000909900 0.060002032 10056.396366274 0.988248394 
0.000919900 0.060002032 10065.804297137 0.986902173 
0.000929900 0.060002032 10074.279521468 0.985605160 
0.000939900 0.060002032 10081.679521577 0.984356175 
0.000949900 0.060002032 10087.778856156 0.983149398 
0.000959900 0.060002032 10092.282897081 0.981975504 
0.000969900 0.060002032 10094.848395541 0.980823091 
0.000979900 0.060002032 10095.109482676 0.979680264 
0.000989900 0.060002032 10092.706854512 0.978536197 
0.000999900 0.060002032 10087.317391131 0.977382530 
0.001009900 0.060002032 10078.751978133 0.976234952 
0.001019900 0.060002032 10066.802976636 0.975127473 
0.001029900 0.060002032 10051.371023470 0.974058966 
0.001039900 0.060002032 10032.491449095 0.973032367 
0.001049900 0.060002032 10010.308737266 0.972053223 
0.001059900 0.060002032 9985.069613415 0.971128887 
0.001069900 0.060002032 9957.110103752 0.970267632 
0.001079900 0.060002032 9926.838068413 0.969477790 
0.001089900 0.060002032 9894.712864365 0.968766990 
0.001099900 0.060002032 9861.223781995 0.968141553 
0.001109900 0.060002032 9826.868764096 0.967606046 
0.001119900 0.060002032 9792.134697784 0.967163034 
0.001129900 0.060002032 9757.480301571 0.966812983 
0.001139900 0.060002032 9723.322335365 0.966554310 
0.001149900 0.060002032 9690.025558631 0.966383549 
0.001159900 0.060002032 9657.896567204 0.966295602 
0.001169900 0.060002032 9627.181368370 0.966284053 
0.001179900 0.060002032 9598.066323803 0.966341509 
0.001189900 0.060002032 9570.681916190 0.966459952 
0.001199900 0.060002032 9545.108688446 0.966631079 
0.001209900 0.060002032 9521.384666989 0.966846619 
0.001219900 0.060002032 9499.513605561 0.967098602 
0.001229900 0.060002032 9479.473458405 0.967379592 
0.001239900 0.060002032 9461.224591494 0.967682857 
0.001249900 0.060002032 9444.717348248 0.968002497 
0.001259900 0.060002032 9429.898686538 0.968333517 
0.001269900 0.060002032 9416.717688534 0.968671850 
0.001279900 0.060002032 9405.129812880 0.969014343 
0.001289900 0.060002032 9395.099814231 0.969358691 
0.001299900 0.060002032 9386.603305164 0.969703345 
0.001309900 0.060002032 9379.626986294 0.970047378 
0.001319900 0.060002032 9374.167625790 0.970390340 
0.001329900 0.060002032 9370.229929217 0.970732083 
0.001339900 0.060002032 9367.823500815 0.971072594 
0.001349900 0.060002032 9366.959151629 0.971411816 
0.001359900 0.060002032 9367.644850861 0.971749507 
0.001369900 0.060002032 9369.881637828 0.972085107 
0.001379900 0.060002032 9373.659808689 0.972417650 
0.001389900 0.060002032 9378.955663222 0.972745719 
0.001399900 0.060002032 9385.729044660 0.973067444 
0.001409900 0.060002032 9393.921834884 0.973380538 
0.001419900 0.060002032 9403.457485768 0.973682380 
0.001429900 0.060002032 9414.241583453 0.973970126 
0.001439900 0.060002032 9426.163364429 0.974240836 
0.001449900 0.060002032 9439.098037711 0.974491617 
0.001459900 0.060002032 9452.909721151 0.974719761 
0.001469900 0.060002032 9467.454774686 0.974922871 
0.001479900 0.060002032 9482.585308768 0.975098966 
0.001489900 0.060002032 9498.152659896 0.975246565 
0.001499900 0.060002032 9514.020207725 0.975366246 
0.001509900 0.060002032 9530.065400363 0.975474848 
0.001519900 0.060002032 9546.123662156 0.975570749 
0.001529900 0.060002032 9562.071648912 0.975649724 
0.001539900 0.060002032 9577.796977746 0.975708644 
0.001549900 0.060002032 9593.199369706 0.975745347 
0.001559900 0.060002032 9608.190965239 0.975758513 
0.001569900 0.060002032 9622.696184487 0.975747540 
0.001579900 0.060002032 9636.651200497 0.975712436 
0.001589900 0.060002032 9650.003102019 0.975653705 
0.001599900 0.060002032 9662.708826471 0.975572245 
0.001609900 0.060002032 9674.733943586 0.975469251 
0.001619900 0.060002032 9686.051367042 0.975346125 
0.001629900 0.060002032 9696.640065396 0.975204402 
0.001639900 0.060002032 9706.483835610 0.975045674 
0.001649900 0.060002032 9715.570192649 0.974871540 
0.001659900 0.060002032 9723.889417604 0.974683563 
0.001669900 0.060002032 9731.433794866 0.974483234 
0.001679900 0.060002032 9738.197056602 0.974271960 
0.001689900 0.060002032 9744.176111550 0.974051285 
0.001699900 0.060002032 9749.388778525 0.973833221 
0.001709900 0.060002032 9753.808777425 0.973620895 
0.001719900 0.060002032 9757.434945779 0.973414113 
0.001729900 0.060002032 9760.266780532 0.973212688 
0.001739900 0.060002032 9762.305869276 0.973016485 
0.001749900 0.060002032 9763.556406799 0.972825434 
0.001759900 0.060002032 9764.025731123 0.972639535 
0.001769900 0.060002032 9763.724840187 0.972458868 
0.001779900 0.060002032 9762.668853289 0.972283600 
0.001789900 0.060002032 9760.877386016 0.972113983 
0.001799900 0.060002032 9758.374813247 0.971950352 
0.001809900 0.060002032 9755.190401647 0.971793120 
0.001819900 0.060002032 9751.358300417 0.971642758 
0.001829900 0.060002032 9746.917386615 0.971499788 
0.001839900 0.060002032 9741.910968773 0.971364756 
0.001849900 0.060002032 9736.386359347 0.971238221 
0.001859900 0.060002032 9730.394332574 0.971120727 
0.001869900 0.060002032 9723.988489225 0.971012786 
0.001879900 0.060002032 9717.224553347 0.970914859 
0.001889900 0.060002032 9710.159628289 0.970827339 
0.001899900 0.060002032 9702.851440059 0.970750537 
0.001909900 0.060002032 9695.357595328 0.970684670 
0.001919900 0.060002032 9687.734879324 0.970629855 
0.001929900 0.060002032 9680.038615531 0.970586108 
0.001939900 0.060002032 9672.322104824 0.970553338 
0.001949900 0.060002032 9664.636156662 0.970531358 
0.001959900 0.060002032 9657.028719608 0.970519888 
0.001969900 0.060002032 9649.544613087 0.970518562 
0.001979900 0.060002032 9642.225357197 0.970526944 
0.001989900 0.060002032 9635.109092911 0.970544538 
0.001999900 0.060002032 9628.230581226 0.970570800 
0.002009900 0.060002032 9621.621266993 0.970605152 
0.002019900 0.060002032 9615.309391381 0.970646993 
0.002029900 0.060002032 9609.320136224 0.970695712 
0.002039900 0.060002032 9603.675783936 0.970750694 
0.002049900 0.060002032 9598.395878172 0.970811330 
0.002059900 0.060002032 9593.497372741 0.970877022 
0.002069900 0.060002032 9588.994759302 0.970947186 
0.002079900 0.060002032 9584.900167685 0.971021254 
0.002089900 0.060002032 9581.223436037 0.971098672 
0.002099900 0.060002032 9577.972151157 0.971178904 
0.002109900 0.060002032 9575.151662075 0.971261426 
0.002119900 0.060002032 9572.765072129 0.971345724 
0.002129900 0.060002032 9570.813216347 0.971431292 
0.002139900 0.060002032 9569.294631958 0.971517633 
0.002149900 0.060002032 9568.205530237 0.971604251 
0.002159900 0.060002032 9567.539777786 0.971690657 
0.002169900 0.060002032 9567.288894713 0.971776363 
0.002179900 0.060002032 9567.442076141 0.971860887 
0.002189900 0.060002032 9567.986241999 0.971943755 
0.002199900 0.060002032 9568.906118319 0.972024502 
0.002209900 0.060002032 9570.184351363 0.972102677 
0.002219900 0.060002032 9571.801653970 0.972177847 
0.002229900 0.060002032 9573.736981790 0.972249605 
0.002239900 0.060002032 9575.967735583 0.972317567 
0.002249900 0.060002032 9578.469984694 0.972381387 
0.002259900 0.060002032 9581.218706142 0.972440752 
0.002269900 0.060002032 9584.188033373 0.972495393 
0.002279900 0.060002032 9587.351508780 0.972545082 
0.002289900 0.060002032 9590.682334234 0.972589640 
0.002299900 0.060002032 9594.153614309 0.972628935 
0.002309900 0.060002032 9597.738587426 0.972662880 
0.002319900 0.060002032 9601.410840850 0.972691440 
0.002329900 0.060002032 9605.144506229 0.972714621 
0.002339900 0.060002032 9608.914433322 0.972732476 
0.002349900 0.060002032 9612.696340421 0.972745097 
0.002359900 0.060002032 9616.466940999 0.972752614 
0.002369900 0.060002032 9620.204046929 0.972755188 
0.002379900 0.060002032 9623.886649514 0.972753012 
0.002389900 0.060002032 9627.494980162 0.972746301 
0.002399900 0.060002032 9631.010553100 0.972735292 
0.002409900 0.060002032 9634.416192837 0.972720236 
0.002419900 0.060002032 9637.696049216 0.972701398 
0.002429900 0.060002032 9640.835602886 0.972679052 
0.002439900 0.060002032 9643.821663840 0.972653476 
0.002449900 0.060002032 9646.642365347 0.972624954 
0.002459900 0.060002032 9649.287155225 0.972593768 
0.002469900 0.060002032 9651.746785936 0.972560200 
0.002479900 0.060002032 9654.013304481 0.972524531 
0.002489900 0.060002032 9656.080042623 0.972487038 
0.002499900 0.060002032 9657.941607477 0.972447993 
0.002509900 0.060002032 9659.593872133 0.972407666 
0.002519900 0.060002032 9661.033965642 0.972366321 
0.002529900 0.060002032 9662.260261443 0.972324216 
0.002539900 0.060002032 9663.272363176 0.972281607 
0.002549900 0.060002032 9664.071086737 0.972238740 
0.002559900 0.060002032 9664.658437489 0.972195858 
0.002569900 0.060002032 9665.037581622 0.972153199 
0.002579900 0.060002032 9665.212810814 0.972110991 
0.002589900 0.060002032 9665.189499610 0.972069456 
0.002599900 0.060002032 9664.974055127 0.972028807 
0.002609900 0.060002032 9664.573859007 0.971989249 
0.002619900 0.060002032 9663.997201799 0.971950975 
0.002629900 0.060002032 9663.253210227 0.971914168 
0.002639900 0.060002032 9662.351768025 0.971878998 
0.002649900 0.060002032 9661.303431254 0.971845622 
0.002659900 0.060002032 9660.119339175 0.971814183 
0.002669900 0.060002032 9658.811121899 0.971784808 
0.002679900 0.060002032 9657.390806062 0.971757607 
0.002689900 0.060002032 9655.870719878 0.971732677 
0.002699900 0.060002032 9654.263398816 0.971710095 
0.002709900 0.060002032 9652.581493142 0.971689923 
0.002719900 0.060002032 9650.837678412 0.971672203 
0.002729900 0.060002032 9649.044569901 0.971656963 
0.002739900 0.060002032 9647.214641739 0.971644213 
0.002749900 0.060002032 9645.360151393 0.971633947 
0.002759900 0.060002032 9643.493069921 0.971626144 
0.002769900 0.060002032 9641.625018246 0.971620767 
0.002779900 0.060002032 9639.767209549 0.971617766 
0.002789900 0.060002032 9637.930397724 0.971617079 
