Sim: 3
Label: rocket
Time: 0.0009999999999997715
Description: Test run of cold flow MSSE simulation with Ma 0.1 initialisation
Variables: 17
vel_x Ma p T rho u massf_H2 massf_O2 massf_OH massf_H2O massf_H massf_O dx dV A_c A_s pos_x
369.731071028 0.229042333 21608143.116559319 3571.164992976 9.885592235 -3260788.313151360 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.001250000 
370.045003474 0.229223712 21614374.340904340 3571.585059404 9.887279967 -3259450.117253968 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.003750000 
369.745404545 0.229023191 21628922.431386393 3572.064572331 9.892606687 -3257922.509990886 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.006250000 
369.325570156 0.228747902 21645129.996730555 3572.554548599 9.898661892 -3256361.531696559 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.008750000 
368.889726165 0.228462742 21661588.041712027 3573.044299736 9.904830593 -3254801.232788855 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.011250000 
368.459945725 0.228181460 21677997.190664656 3573.531319414 9.910982824 -3253249.598539069 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.013750000 
368.040893382 0.227906969 21694293.277733896 3574.014849155 9.917091378 -3251709.046159688 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.016250000 
367.633529680 0.227639872 21710462.185261555 3574.494504564 9.923150906 -3250180.801212997 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.018750000 
367.238019739 0.227380279 21726500.539321046 3574.969984060 9.929160742 -3248665.825486488 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.021250000 
366.854352356 0.227128190 21742407.341900099 3575.441009554 9.935121244 -3247165.006013822 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.023750000 
