Sim: 3
ID: 274
Description: Test run of cold flow MSSE simulation with Ma 0.1 initialisation
Variables: 4
time A mass_flux Ma
0.000009900 0.418538681 5631.289232588 0.973996242 
0.000019900 0.418538681 5339.884582246 0.997429785 
0.000029900 0.418538681 5200.759472553 1.012989842 
0.000039900 0.418538681 5062.509889193 1.044148744 
0.000049900 0.418538681 4913.382387224 1.072717757 
0.000059900 0.418538681 4761.023000819 1.089740245 
0.000069900 0.418538681 4608.956635264 1.098575301 
0.000079900 0.418538681 4456.668215917 1.106046962 
0.000089900 0.418538681 4304.059601106 1.115497629 
0.000099900 0.418538681 4152.223649954 1.127402692 
0.000109900 0.418538681 4002.787017951 1.141384842 
0.000119900 0.418538681 3857.638578613 1.156943628 
0.000129900 0.418538681 3718.828382279 1.173749832 
0.000139900 0.418538681 3588.421799891 1.191722855 
0.000149900 0.418538681 3468.706405485 1.211041043 
0.000159900 0.418538681 3362.137231115 1.232080295 
0.000169900 0.418538681 3270.642333586 1.255260304 
0.000179900 0.418538681 3193.416811566 1.280662092 
0.000189900 0.418538681 3122.628908144 1.307289114 
0.000199900 0.418538681 3044.252683256 1.333059304 
0.000209900 0.418538681 2951.024975494 1.356768023 
0.000219900 0.418538681 2848.615099031 1.379230931 
0.000229900 0.418538681 2746.026506657 1.401939326 
0.000239900 0.418538681 2648.209186688 1.425848553 
0.000249900 0.418538681 2556.572468946 1.451376075 
0.000259900 0.418538681 2471.516134974 1.478799839 
0.000269900 0.418538681 2395.190510225 1.508812893 
0.000279900 0.418538681 2337.014486888 1.543819846 
0.000289900 0.418538681 2321.452467058 1.589917710 
0.000299900 0.418538681 2367.542815857 1.652262508 
0.000309900 0.418538681 2419.330498844 1.719205454 
0.000319900 0.418538681 2409.304216648 1.776634670 
0.000329900 0.418538681 2353.006826407 1.827871982 
0.000339900 0.418538681 2282.010997155 1.879756896 
0.000349900 0.418538681 2208.678351291 1.935452771 
0.000359900 0.418538681 2135.201653724 1.996136856 
0.000369900 0.418538681 2061.418276855 2.062555948 
0.000379900 0.418538681 1986.961838115 2.135337991 
0.000389900 0.418538681 1911.548103186 2.214732165 
0.000399900 0.418538681 1835.174523569 2.300134443 
0.000409900 0.418538681 1758.535588815 2.389536792 
0.000419900 0.418538681 1683.361891372 2.479228019 
0.000429900 0.418538681 1612.181826306 2.564351482 
0.000439900 0.418538681 1547.410168468 2.640457942 
0.000449900 0.418538681 1490.473291649 2.705032985 
0.000459900 0.418538681 1441.663785264 2.757856197 
0.000469900 0.418538681 1400.560268584 2.800285848 
0.000479900 0.418538681 1366.470844922 2.834311747 
0.000489900 0.418538681 1338.667872357 2.861911675 
0.000499900 0.418538681 1316.433282038 2.884749098 
0.000509900 0.418538681 1299.061752236 2.904098234 
0.000519900 0.418538681 1285.843298268 2.920866254 
0.000529900 0.418538681 1276.039574657 2.935645703 
0.000539900 0.418538681 1268.886699392 2.948781622 
0.000549900 0.418538681 1263.619699565 2.960441373 
0.000559900 0.418538681 1259.519100746 2.970683959 
0.000569900 0.418538681 1255.987917665 2.979531939 
0.000579900 0.418538681 1252.629997786 2.987034198 
0.000589900 0.418538681 1249.273648575 2.993297218 
0.000599900 0.418538681 1245.939200739 2.998485847 
0.000609900 0.418538681 1242.768737184 3.002802365 
0.000619900 0.418538681 1239.952111664 3.006458536 
0.000629900 0.418538681 1237.671972651 3.009651589 
0.000639900 0.418538681 1236.081516458 3.012551873 
0.000649900 0.418538681 1235.307373364 3.015300915 
0.000659900 0.418538681 1235.461066128 3.018014248 
0.000669900 0.418538681 1236.650132924 3.020785798 
0.000679900 0.418538681 1238.978163553 3.023689144 
0.000689900 0.418538681 1242.531130083 3.026773988 
0.000699900 0.418538681 1247.355076455 3.030059662 
0.000709900 0.418538681 1253.432301633 3.033528478 
0.000719900 0.418538681 1260.667648582 3.037123715 
0.000729900 0.418538681 1268.892975507 3.040755453 
