Sim: 3
Label: rocket
Time: 0.0020000000000002364
Description: Test run of cold flow MSSE simulation with Ma 0.1 initialisation
Variables: 17
vel_x Ma p T rho u massf_H2 massf_O2 massf_OH massf_H2O massf_H massf_O dx dV A_c A_s pos_x
353.994382274 0.219262233 21659652.110006314 3572.220581968 9.906229132 -3257425.494811084 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.001250000 
354.713077144 0.219709189 21650364.811928820 3572.160337396 9.902148503 -3257617.422302010 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.003750000 
354.857017136 0.219798542 21648630.224261645 3572.153749314 9.901373422 -3257638.410614011 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.006250000 
354.887092650 0.219817050 21648400.408713605 3572.157801859 9.901257079 -3257625.500016110 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.008750000 
354.896171451 0.219822494 21648455.565566346 3572.163814555 9.901265640 -3257606.344763878 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.011250000 
354.902974514 0.219826521 21648549.805838540 3572.170039157 9.901291489 -3257586.514417301 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.013750000 
354.911269794 0.219831478 21648633.694921084 3572.176125414 9.901312987 -3257567.124802174 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.016250000 
354.921808762 0.219837830 21648697.431074977 3572.182004390 9.901325842 -3257548.395539614 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.018750000 
354.934734046 0.219845666 21648739.211807758 3572.187663163 9.901329266 -3257530.367793968 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.021250000 
354.950065122 0.219855000 21648758.852459170 3572.193099368 9.901323181 -3257513.049100179 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.023750000 
354.967796286 0.219865827 21648756.498769034 3572.198312018 9.901307656 -3257496.442607989 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.026250000 
354.987916430 0.219878140 21648732.367089752 3572.203299638 9.901282795 -3257480.553012109 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.028750000 
355.010413033 0.219891932 21648686.691927411 3572.208059883 9.901248711 -3257465.387785468 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.031250000 
355.035272966 0.219907195 21648619.715314381 3572.212589444 9.901205524 -3257450.957471312 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.033750000 
355.062482661 0.219923920 21648531.684621256 3572.216884014 9.901153359 -3257437.275790973 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.036250000 
355.092028144 0.219942099 21648422.852070209 3572.220938265 9.901092346 -3257424.359718143 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.038750000 
355.123895045 0.219961723 21648293.474589746 3572.224745826 9.901022621 -3257412.229547632 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.041250000 
355.158068607 0.219982784 21648143.813736588 3572.228299266 9.900944323 -3257400.908961257 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.043750000 
355.194533683 0.220005271 21647974.135629151 3572.231590067 9.900857599 -3257390.425088055 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.046250000 
355.233274746 0.220029177 21647784.710881539 3572.234608617 9.900762598 -3257380.808554603 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.048750000 
355.274275891 0.220054491 21647575.814535685 3572.237344193 9.900659476 -3257372.093520754 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.051250000 
355.317520837 0.220081204 21647347.725991346 3572.239784959 9.900548393 -3257364.317695906 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.053750000 
