Sim: 4
Label: rocket
Time: 0.0
Description: Test run of cold flow MSSE simulation with Ma 0.1 initialisation
Variables: 17
vel_x Ma p T rho u massf_H2 massf_O2 massf_OH massf_H2O massf_H massf_O dx dV A_c A_s pos_x
161.809459008 0.100000000 19795000.000000000 3588.706000000 9.011825753 -3204884.700349151 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.001250000 
161.809459008 0.100000000 19795000.000000000 3588.706000000 9.011825753 -3204884.700349151 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.003750000 
161.809459008 0.100000000 19795000.000000000 3588.706000000 9.011825753 -3204884.700349151 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.006250000 
161.809459008 0.100000000 19795000.000000000 3588.706000000 9.011825753 -3204884.700349151 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.008750000 
161.809459008 0.100000000 19795000.000000000 3588.706000000 9.011825753 -3204884.700349151 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.011250000 
161.809459008 0.100000000 19795000.000000000 3588.706000000 9.011825753 -3204884.700349151 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.013750000 
161.809459008 0.100000000 19795000.000000000 3588.706000000 9.011825753 -3204884.700349151 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.016250000 
161.809459008 0.100000000 19795000.000000000 3588.706000000 9.011825753 -3204884.700349151 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.018750000 
161.809459008 0.100000000 19795000.000000000 3588.706000000 9.011825753 -3204884.700349151 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.021250000 
161.809459008 0.100000000 19795000.000000000 3588.706000000 9.011825753 -3204884.700349151 0.036970882 0.004957984 0.045355855 0.908467093 0.001893894 0.002354292 0.002500000 0.000397608 0.159043128 0.003534292 0.023750000 
